Customer,recency,frequency,monetary,R_Quartile,F_Quartile,M_Quartile,RFMClass
Trinity Townsend,79,5,160.45000000000002,1,1,3,113
Trinity Watson,212,1,24.99,3,4,4,344
Trisha Cai,90,2,64.98,2,3,3,233
Trisha Chen,7,2,38.98,1,3,4,134
Trisha Gao,311,3,2462.5499999999997,4,3,2,432
Trisha Guo,167,4,45.95,2,2,4,224
Trisha He,147,8,167.83,2,1,3,213
Trisha Hu,25,3,60.47,1,3,3,133
Trisha Huang,322,4,4406.3895999999995,4,2,1,421
Trisha Li,346,6,6117.69,4,1,1,411
Trisha Liang,43,2,13.98,1,3,4,134
Trisha Lin,107,4,5888.24,2,2,1,221
Trisha Liu,217,3,5304.25,3,3,1,331
Trisha Lu,97,5,1277.5582000000002,2,1,2,212
Trisha Ma,137,3,3282.83,2,3,1,231
Trisha She,92,4,2793.5224999999996,2,2,1,221
Trisha Sun,93,2,1709.98,2,3,2,232
Trisha Wang,101,4,4404.73,2,2,1,221
Trisha Wu,37,3,1775.47,1,3,2,132
Trisha Xu,207,3,37.269999999999996,3,3,4,334
Trisha Ye,103,3,827.33,2,3,2,232
Trisha Zhang,34,5,82.26,1,1,3,113
Trisha Zhao,285,1,3.99,4,4,4,444
Trisha Zheng,162,4,1739.46,2,2,2,222
Trisha Zhou,119,5,6864.4596,2,1,1,211
Tristan Alexander,198,3,38.47,3,3,4,334
Tristan Barnes,232,5,131.95000000000002,3,1,3,313
Tristan Bennett,322,5,613.45,4,1,2,412
Tristan Bryant,243,2,2419.06,3,3,2,332
Tristan Butler,204,3,4643.83,3,3,1,331
Tristan Coleman,299,4,89.95,4,2,3,423
Tristan Diaz,134,2,78.97999999999999,2,3,3,233
Tristan Flores,106,1,1700.99,2,4,2,242
Tristan Foster,232,2,2419.06,3,3,2,332
Tristan Gonzales,301,1,4.99,4,4,4,444
Tristan Hayes,312,3,39.47,4,3,4,434
Tristan Henderson,74,2,84.98,1,3,3,133
Tristan Hughes,125,1,34.99,2,4,4,244
Tristan Jenkins,170,3,66.96000000000001,3,3,3,333
Tristan Long,223,3,27.769999999999996,3,3,4,334
Tristan Patterson,511,1,2071.4196,4,4,2,442
Tristan Perry,175,4,4603.82,3,2,1,321
Tristan Powell,155,1,4.99,2,4,4,244
Tristan Price,253,2,39.980000000000004,3,3,4,334
Tristan Ross,322,6,5951.179999999999,4,1,1,411
Tristan Russell,226,2,49.48,3,3,4,334
Tristan Washington,1,4,73.96,1,2,3,123
Tristan Wood,323,3,570.47,4,3,2,432
Troy Arun,98,5,4447.869599999999,2,1,1,211
Troy Chandra,316,3,74.98,4,3,3,433
Troy Fernandez,176,4,1547.5682000000002,3,2,2,322
Troy Garcia,350,1,4.99,4,4,4,444
Troy Gonzalez,31,4,578.46,1,2,2,122
Troy Kapoor,140,2,39.980000000000004,2,3,4,234
Troy Kovar,124,1,3.99,2,4,4,244
Troy Lopez,229,5,1967.45,3,1,2,312
Troy Madan,84,4,1151.76,1,2,2,122
Troy Malhotra,69,1,34.99,1,4,4,144
Troy Martinez,302,4,4216.75,4,2,1,421
Troy Mehta,189,2,163.99,3,3,3,333
Troy Patel,182,3,48.97,3,3,4,334
Troy Perez,230,2,7.28,3,3,4,334
Troy Prasad,210,2,574.98,3,3,2,332
Troy Raman,174,3,68.97,3,3,3,333
Troy Rana,143,2,6.28,2,3,4,234
Troy Rodriguez,388,4,2603.0681999999997,4,2,1,421
Troy Sai,316,3,4733.75,4,3,1,431
Troy Sanchez,105,4,1253.0682000000002,2,2,2,222
Troy Sara,199,6,2821.512499999999,3,1,1,311
Troy Srini,154,7,6943.582499999999,2,1,1,211
Troy Subram,267,3,6054.22,4,3,1,431
Troy Suri,193,3,3924.9699999999993,3,3,1,331
Tyler Anderson,316,3,1137.43,4,3,2,432
Tyler Brown,230,4,5955.23,3,2,1,321
Tyler Clark,328,2,85.48,4,3,3,433
Tyler Davis,23,3,48.970000000000006,1,3,4,134
Tyler Garcia,237,3,193.98,3,3,3,333
Tyler Harris,326,3,2443.5499999999997,4,3,2,432
Tyler Jackson,246,2,1735.98,3,3,2,332
Tyler Johnson,93,3,48.980000000000004,2,3,4,234
Tyler Jones,104,3,4468.1582,2,3,1,231
Tyler Lee,346,2,38.98,4,3,4,434
Tyler Lewis,368,5,1426.46,4,1,2,412
Tyler Martin,124,1,69.99,2,4,3,243
Tyler Martinez,374,2,2419.06,4,3,2,432
Tyler Miller,34,2,69.99000000000001,1,3,3,133
Tyler Moore,201,5,3362.7074999999995,3,1,1,311
Tyler Robinson,157,5,4478.4596,2,1,1,211
Tyler Rodriguez,157,5,108.46,2,1,3,213
Tyler Smith,184,2,56.97,3,3,3,333
Tyler Taylor,342,4,614.96,4,2,2,422
Tyler Thompson,363,1,69.99,4,4,3,443
Tyler Walker,103,1,4.99,2,4,4,244
Tyler White,165,8,258.44,2,1,3,213
Tyler Williams,235,1,69.99,3,4,3,343
Tyler Wilson,166,6,196.93000000000004,2,1,3,213
Tyrone Alonso,103,2,58.980000000000004,2,3,3,233
Tyrone Alvarez,140,1,539.99,2,4,2,242
Tyrone Blanco,229,3,1957.47,3,3,2,332
Tyrone Carlson,69,1,4.99,1,4,4,144
Tyrone Diaz,70,6,230.25,1,1,3,113
Tyrone Dominguez,56,3,6016.33,1,3,1,131
Tyrone Gill,1013,1,3578.27,4,4,1,441
Tyrone Gomez,147,3,37.269999999999996,2,3,4,234
Tyrone Gutierrez,145,1,69.99,2,4,3,243
Tyrone Hernandez,255,7,5683.179599999999,3,1,1,311
Tyrone Jimenez,117,4,69.46,2,2,3,223
Tyrone Moreno,144,5,1952.45,2,1,2,212
Tyrone Munoz,46,3,48.970000000000006,1,3,4,134
Tyrone Navarro,96,4,1262.8682000000001,2,2,2,222
Tyrone Ortega,110,3,2646.3995999999997,2,3,1,231
Tyrone Ramos,481,1,2049.0982,4,4,2,442
Tyrone Rubio,127,7,6989.582499999999,2,1,1,211
Tyrone Ruiz,285,3,75.47,4,3,3,433
Tyrone Sanz,160,4,197.88,2,2,3,223
Tyrone Serrano,37,6,5025.799999999999,1,1,1,111
Tyrone Suarez,211,8,6963.072499999998,3,1,1,311
Tyrone Vazquez,179,2,33.98,3,3,4,334
Vadim Sazanovich,70,7,6725.569999999999,1,1,1,111
Valerie Cai,20,2,38.980000000000004,1,3,4,134
Valerie Chen,82,4,3335.4074999999993,1,2,1,121
Valerie Gao,166,3,69.97,2,3,3,233
Valerie Guo,31,2,23.779999999999998,1,3,4,134
Valerie Harrison,332,4,4399.099999999999,4,2,1,421
Valerie Hu,152,5,3803.5581999999995,2,1,1,211
Valerie Huang,116,4,1932.46,2,2,2,222
Valerie Li,21,3,27.769999999999996,1,3,4,134
Valerie Liang,64,2,1249.84,1,3,2,132
Valerie Lin,178,3,36.269999999999996,3,3,4,334
Valerie Liu,100,1,539.99,2,4,2,242
Valerie Lu,54,4,4684.3925,1,2,1,121
Valerie She,237,5,6067.2,3,1,1,311
Valerie Sun,251,2,119.97999999999999,3,3,3,333
Valerie Wang,238,5,6089.589999999999,3,1,1,311
Valerie Wu,322,4,2466.3199999999993,4,2,2,422
Valerie Xu,170,3,553.97,3,3,2,332
Valerie Yang,131,1,69.99,2,4,3,243
Valerie Ye,333,2,2419.06,4,3,2,432
Valerie Zeng,89,4,2966.0324999999993,2,2,1,221
Valerie Zhang,264,4,3926.5324999999993,4,2,1,421
Valerie Zhao,279,4,48.96,4,2,4,424
Valerie Zheng,84,4,1564.6975,1,2,2,122
Valerie Zhou,147,3,3262.83,2,3,1,231
Valerie Zhu,120,5,51.25,2,1,3,213
Vanessa Barnes,40,3,53.47,1,3,3,133
Vanessa Bryant,276,4,4820.3099999999995,4,2,1,421
Vanessa Butler,167,5,2542.309999999999,2,1,1,211
Vanessa Coleman,254,2,2589.0882,3,3,1,331
Vanessa Diaz,60,4,102.96000000000001,1,2,3,123
Vanessa Flores,144,1,539.99,2,4,2,242
Vanessa Foster,299,4,2482.2299999999996,4,2,2,422
Vanessa Gonzales,338,2,34.89,4,3,4,434
Vanessa Griffin,115,1,3.99,2,4,4,244
Vanessa Hayes,56,3,53.47,1,3,3,133
Vanessa Henderson,55,3,5908.25,1,3,1,131
Vanessa Hughes,40,2,6.28,1,3,4,134
Vanessa Jenkins,188,2,71.97,3,3,3,333
Vanessa Long,345,2,1155.48,4,3,2,432
Vanessa Patterson,116,3,2376.9599999999996,2,3,2,232
Vanessa Perry,84,5,2394.449999999999,1,1,2,112
Vanessa Powell,1013,1,699.0982,4,4,2,442
Vanessa Price,193,2,39.980000000000004,3,3,4,334
Vanessa Ross,271,6,4835.299999999999,4,1,1,411
Vanessa Russell,284,2,5898.26,4,3,1,431
Vanessa Simmons,735,1,2443.35,4,4,2,442
Vanessa Washington,200,3,4802.11,3,3,1,331
Vanessa Wood,148,1,4.99,2,4,4,244
Veronica Arun,93,4,2427.3682,2,2,2,222
Veronica Chandra,84,6,5178.3982,1,1,1,111
Veronica Fernandez,39,3,2404.9699999999993,1,3,2,132
Veronica Garcia,210,3,37.93,3,3,4,334
Veronica Gonzalez,361,3,3337.0424999999996,4,3,1,431
Veronica Kapoor,186,4,6035.599999999999,3,2,1,321
Veronica Lopez,221,2,59.980000000000004,3,3,3,333
Veronica Madan,309,3,32.269999999999996,4,3,4,434
Veronica Malhotra,76,3,1274.0782000000002,1,3,2,132
Veronica Martinez,213,2,39.99,3,3,4,334
Veronica Mehta,99,2,68.49,2,3,3,233
Veronica Patel,15,5,139.45,1,1,3,113
Veronica Perez,142,1,4.99,2,4,4,244
Veronica Prasad,99,2,1155.48,2,3,2,232
Veronica Raman,113,6,95.74,2,1,3,213
Veronica Rana,45,7,4267.898199999999,1,1,1,111
Veronica Rodriguez,151,4,791.32,2,2,2,222
Veronica Sai,82,6,3258.7899999999995,1,1,1,111
Veronica Sanchez,146,1,49.99,2,4,3,243
Veronica Sara,129,2,777.34,2,3,2,232
Veronica Srini,179,11,7058.699999999999,3,1,1,311
Veronica Subram,127,6,5923.49,2,1,1,211
Veronica Suri,205,1,4.99,3,4,4,344
Veronica Vance,148,8,6994.572499999999,2,1,1,211
Victor Alvarez,335,3,63.97,4,3,3,433
Victor Blanco,121,6,4469.369599999999,2,1,1,211
Victor Carlson,231,6,8332.3,3,1,1,311
Victor Diaz,326,1,8.99,4,4,4,444
Victor Dominguez,54,5,156.25,1,1,3,113
Victor Gill,348,3,64.47,4,3,3,433
Victor Gomez,388,1,2384.07,4,4,2,442
Victor Gutierrez,134,1,69.99,2,4,3,243
Victor Hernandez,77,2,59.980000000000004,1,3,3,133
Victor Jimenez,191,4,8089.039999999999,3,2,1,321
Victor Martin,234,2,574.98,3,3,2,332
Victor Moreno,105,10,6535.69,2,1,1,211
Victor Muñoz,159,3,64.97,2,3,3,233
Victor Ortega,317,2,33.98,4,3,4,434
Victor Ramos,264,1,9.99,4,4,4,444
Victor Romero,197,3,5908.25,3,3,1,331
Victor Rubio,277,3,90.47,4,3,3,433
Victor Ruiz,272,2,39.980000000000004,4,3,4,434
Victor Sanz,91,4,4392.74,2,2,1,221
Victor Suarez,252,2,12.940000000000001,3,3,4,334
Victor Torres,328,3,64.97,4,3,3,433
Victor Vazquez,147,1,742.35,2,4,2,242
Victoria Alexander,264,3,118.97,4,3,3,433
Victoria Anderson,76,4,4423.379599999999,1,2,1,121
Victoria Bailey,934,1,3578.27,4,4,1,441
Victoria Barnes,183,2,2393.06,3,3,2,332
Victoria Bennett,350,4,1236.78,4,2,2,422
Victoria Bradley,136,1,742.35,2,4,2,242
Victoria Brooks,67,9,158.51000000000002,1,1,3,113
Victoria Brown,362,3,1205.47,4,3,2,432
Victoria Bryant,33,3,78.97,1,3,3,133
Victoria Butler,210,5,4767.529999999999,3,1,1,311
Victoria Clark,294,2,2438.06,4,3,2,432
Victoria Coleman,76,2,574.98,1,3,2,132
Victoria Cook,157,5,6044.589999999999,2,1,1,211
Victoria Cooper,37,6,6777.128199999999,1,1,1,111
Victoria Cox,346,3,38.88,4,3,4,434
Victoria Davis,235,4,2736.5324999999993,3,2,1,321
Victoria Diaz,902,1,3578.27,4,4,1,441
Victoria Garcia,763,1,3578.27,4,4,1,441
Victoria Gonzales,195,6,8215.019999999999,3,1,1,311
Victoria Gray,166,6,3142.229999999999,2,1,1,211
Victoria Griffin,7,3,128.97,1,3,3,133
Victoria Hall,232,4,608.96,3,2,2,322
Victoria Henderson,15,4,94.46000000000001,1,2,3,123
Victoria Howard,346,3,32.269999999999996,4,3,4,434
Victoria Hughes,32,4,1764.96,1,2,2,122
Victoria Jackson,137,1,4.99,2,4,4,244
Victoria James,247,2,39.980000000000004,3,3,4,334
Victoria Jenkins,235,2,36.59,3,3,4,334
Victoria Johnson,86,1,24.99,2,4,4,244
Victoria Jones,235,3,4773.33,3,3,1,331
Victoria Lee,444,1,2049.0982,4,4,2,442
Victoria Lewis,23,3,42.28,1,3,4,134
Victoria Long,269,2,39.980000000000004,4,3,4,434
Victoria Martin,134,1,1700.99,2,4,2,242
Victoria Miller,240,8,188.01999999999998,3,1,3,313
Victoria Moore,349,2,39.980000000000004,4,3,4,434
Victoria Morgan,98,3,1775.47,2,3,2,232
Victoria Morris,348,5,5967.23,4,1,1,411
Victoria Murphy,137,2,7.28,2,3,4,234
Victoria Patterson,123,3,48.97,2,3,4,234
Victoria Perry,34,4,2401.4499999999994,1,2,2,122
Victoria Peterson,523,1,2071.4196,4,4,2,442
Victoria Powell,176,2,561.48,3,3,2,332
Victoria Price,168,3,23.97,3,3,4,334
Victoria Ramirez,270,2,39.980000000000004,4,3,4,434
Victoria Reed,380,2,1249.84,4,3,2,432
Victoria Richardson,742,1,2181.5625,4,4,2,442
Victoria Rivera,262,2,1155.48,3,3,2,332
Victoria Rodriguez,719,1,2181.5625,4,4,2,442
Victoria Rogers,149,3,64.97,2,3,3,233
Victoria Russell,344,2,5873.26,4,3,1,431
Victoria Sanchez,26,3,89.97,1,3,3,133
Victoria Sanders,163,3,63.97,2,3,3,233
Victoria Simmons,26,3,39.47,1,3,4,134
Victoria Smith,181,5,3127.949999999999,3,1,1,311
Victoria Snowden,169,3,2751.4174999999996,3,3,1,331
Victoria Stewart,39,5,6770.6,1,1,1,111
Victoria Taylor,560,1,2443.35,4,4,2,442
Victoria Thomas,30,10,249.53000000000003,1,1,3,113
Victoria Thompson,49,4,45.95,1,2,4,124
Victoria Torres,159,7,160.92,2,1,3,213
Victoria Walker,126,3,3124.9599999999996,2,3,1,231
Victoria Ware,176,2,85.48,3,3,3,333
Victoria Washington,259,2,7.28,3,3,4,334
Victoria Watson,56,4,588.96,1,2,2,122
Victoria White,46,2,7.28,1,3,4,134
Victoria Williams,126,2,1155.48,2,3,2,232
Victoria Wilson,429,1,782.99,4,4,2,442
Victoria Wood,304,4,44.910000000000004,4,2,4,424
Vincent Cai,62,5,58.04999999999999,1,1,3,113
Vincent Gao,9,2,38.98,1,3,4,134
Vincent Guo,150,2,39.980000000000004,2,3,4,234
Vincent He,239,5,4444.219999999999,3,1,1,311
Vincent Hu,93,4,607.96,2,2,2,222
Vincent Huang,305,3,5314.25,4,3,1,431
Vincent Li,248,4,123.96000000000001,3,2,3,323
Vincent Liang,226,1,4.99,3,4,4,344
Vincent Lin,58,3,563.77,1,3,2,132
Vincent Liu,337,4,2558.4599999999996,4,2,1,421
Vincent Lu,327,2,76.97,4,3,3,433
Vincent Ma,176,5,4456.138199999999,3,1,1,311
Vincent Sun,129,5,7192.389999999999,2,1,1,211
Vincent Wang,127,5,95.93999999999998,2,1,3,213
Vincent Yang,35,1,21.98,1,4,4,144
Vincent Ye,86,7,256.24,2,1,3,213
Vincent Zhang,0,3,74.98,1,3,3,133
Vincent Zhao,10,4,95.57000000000001,1,2,3,123
Vincent Zheng,316,5,6121.71,4,1,1,411
Vincent Zhou,201,2,2393.06,3,3,2,332
Vincent Zhu,342,5,105.45,4,1,3,413
Virginia Arun,313,4,571.72,4,2,2,422
Virginia Chandra,66,3,15.23,1,3,4,134
Virginia Fernandez,393,4,567.76,4,2,2,422
Virginia Garcia,168,2,26.97,3,3,4,334
Virginia Gonzalez,42,8,4965.78,1,1,1,111
Virginia Kapoor,90,4,573.4200000000001,2,2,2,222
Virginia Lopez,303,4,1339.92,4,2,2,422
Virginia Madan,50,1,1120.49,1,4,2,142
Virginia Malhotra,348,2,1754.98,4,3,2,432
Virginia Martinez,112,3,62.269999999999996,2,3,3,233
Virginia Mehta,212,8,8376.279999999999,3,1,1,311
Virginia Patel,166,3,77.27000000000001,2,3,3,233
Virginia Perez,91,5,1952.45,2,1,2,212
Virginia Prasad,195,5,3103.3099999999995,3,1,1,311
Virginia Raman,136,1,69.99,2,4,3,243
Virginia Rana,95,4,578.46,2,2,2,222
Virginia Rodriguez,348,3,47.940000000000005,4,3,4,434
Virginia Sai,347,2,11.940000000000001,4,3,4,434
Virginia Sara,183,4,5950.23,3,2,1,321
Virginia Srini,184,2,3142.4482,3,3,1,331
Virginia Subram,55,4,2677.0681999999997,1,2,1,121
Virginia Suri,379,3,1728.27,4,3,2,432
Virginia Vance,118,6,4587.9596,2,1,1,211
Walter Alonso,53,2,75.97,1,3,3,133
Walter Alvarez,71,3,565.47,1,3,2,132
Walter Carlson,83,3,3112.9699999999993,1,3,1,131
Walter Dominguez,131,4,2653.0681999999997,2,2,1,221
Walter Gill,83,3,37.97,1,3,4,134
Walter Gutierrez,263,1,4.99,3,4,4,344
Walter Hernandez,64,7,240.23999999999998,1,1,3,113
Walter Jimenez,207,2,4347.76,3,3,1,331
Walter Moreno,361,1,9.99,4,4,4,444
Walter Munoz,370,5,2547.9499999999994,4,1,1,411
Walter Navarro,213,4,2803.5224999999996,3,2,1,321
Walter Ortega,266,4,2433.0399999999995,4,2,2,422
Walter Ramos,538,1,2049.0982,4,4,2,442
Walter Romero,119,3,1549.4175,2,3,2,232
Walter Rubio,215,3,63.47,3,3,3,333
Walter Sanz,62,3,94.47,1,3,3,133
Walter Serrano,80,7,4977.359599999999,1,1,1,111
Walter Suarez,44,5,4571.022499999999,1,1,1,111
Walter Torres,316,3,88.97,4,3,3,433
Walter Vazquez,339,3,45.580000000000005,4,3,4,434
Warren Anand,142,3,69.97,2,3,3,233
Warren Andersen,38,8,8171.519999999999,1,1,1,111
Warren Black,127,3,4464.479600000001,2,3,1,231
Warren Cai,252,2,2120.9275,3,3,2,332
Warren Chande,339,5,132.95,4,1,3,413
Warren Chander,115,3,3001.0424999999996,2,3,1,231
Warren Chow,118,4,3945.5324999999993,2,2,1,221
Warren Gao,282,2,39.980000000000004,4,3,4,434
Warren Goel,159,3,5933.25,2,3,1,231
Warren He,98,6,6977.582499999999,2,1,1,211
Warren Hu,191,1,539.99,3,4,2,342
Warren Jai,68,2,4118.26,1,3,1,131
Warren Kumar,179,4,2806.5324999999993,3,2,1,321
Warren Lal,80,3,27.769999999999996,1,3,4,134
Warren Li,134,3,563.77,2,3,2,232
Warren Liu,230,6,3860.869599999999,3,1,1,311
Warren Lu,73,2,7.28,1,3,4,134
Warren Luo,244,1,4.99,3,4,4,344
Warren Ma,192,3,48.970000000000006,3,3,4,334
Warren Nara,269,4,2433.0399999999995,4,2,2,422
Warren Nath,325,2,1223.84,4,3,2,432
Warren Pal,71,2,1735.98,1,3,2,132
Warren Rai,391,5,1622.45,4,1,2,412
Warren Raje,102,8,6939.8725,2,1,1,211
Warren Raji,77,3,1957.47,1,3,2,132
Warren Shan,200,2,32.28,3,3,4,334
Warren Sharma,54,3,49.97,1,3,3,133
Warren She,49,2,27.279999999999998,1,3,4,134
Warren Shen,178,1,21.49,3,4,4,344
Warren Tang,2,2,49.48,1,3,4,134
Warren Wang,77,3,1763.97,1,3,2,132
Warren Wu,44,3,63.97,1,3,3,133
Warren Xie,323,2,30.97,4,3,4,434
Warren Xu,166,3,2463.05,2,3,2,232
Warren Yang,323,4,35.72,4,2,4,424
Warren Ye,1108,1,3578.27,4,4,1,441
Warren Yuan,27,2,24.27,1,3,4,134
Warren Zeng,207,2,3302.0525,3,3,1,331
Warren Zhang,159,6,1893.0482000000002,2,1,2,212
Warren Zhao,150,2,1754.98,2,3,2,232
Warren Zheng,215,2,43.980000000000004,3,3,4,334
Warren Zhou,271,4,6058.21,4,2,1,421
Wayne Anand,323,6,1243.44,4,1,2,412
Wayne Andersen,78,2,123.97999999999999,1,3,3,133
Wayne Black,161,2,7.28,2,3,4,234
Wayne Chande,52,4,572.26,1,2,2,122
Wayne Chander,336,3,4329.61,4,3,1,431
Wayne Deng,326,3,36.96,4,3,4,434
Wayne Jai,51,2,2354.9799999999996,1,3,2,132
Wayne Kumar,165,5,6070.589999999999,2,1,1,211
Wayne Lal,116,7,7185.369999999999,2,1,1,211
Wayne Luo,270,2,7.28,4,3,4,434
Wayne Nara,324,2,34.98,4,3,4,434
Wayne Nath,133,3,5875.55,2,3,1,231
Wayne Pal,320,2,12.940000000000001,4,3,4,434
Wayne Rai,19,8,157.92000000000002,1,1,3,113
Wayne Raje,160,4,74.96000000000001,2,2,3,223
Wayne Raji,146,2,1903.48,2,3,2,232
Wayne Shan,38,8,4321.888199999999,1,1,1,111
Wayne Sharma,195,1,24.99,3,4,4,344
Wayne She,379,2,2451.2999999999997,4,3,2,432
Wayne Shen,129,2,12.940000000000001,2,3,4,234
Wayne Tang,71,6,6812.4182,1,1,1,111
Wayne Xie,357,3,6029.57,4,3,1,431
Wayne Xu,297,2,93.49,4,3,3,433
Wayne Yuan,192,1,24.99,3,4,4,344
Wendy Alvarez,34,9,8557.4096,1,1,1,111
Wendy Blanco,72,7,171.73,1,1,3,113
Wendy Carlson,236,5,6060.5,3,1,1,311
Wendy Dominguez,74,5,6451.3099999999995,1,1,1,111
Wendy Gill,217,1,539.99,3,4,2,342
Wendy Gutierrez,134,5,101.94999999999999,2,1,3,213
Wendy Hernandez,250,6,122.44,3,1,3,313
Wendy Moreno,104,1,21.49,2,4,4,244
Wendy Munoz,235,2,38.980000000000004,3,3,4,334
Wendy Navarro,116,4,78.96,2,2,3,223
Wendy Ortega,72,7,7108.8724999999995,1,1,1,111
Wendy Ramos,165,3,5953.25,2,3,1,231
Wendy Romero,45,5,4965.8099999999995,1,1,1,111
Wendy Sanz,257,3,1303.83,3,3,2,332
Wendy Serrano,324,3,68.97,4,3,3,433
Wendy Suarez,183,3,80.47,3,3,3,333
Wendy Torres,133,5,6113.2,2,1,1,211
Wesley Cai,82,3,69.97,1,3,3,133
Wesley Chen,256,1,21.49,3,4,4,344
Wesley Gao,132,5,6864.4596,2,1,1,211
Wesley Guo,262,3,3021.0424999999996,3,3,1,331
Wesley He,149,4,3025.5324999999993,2,2,1,221
Wesley Hu,354,2,32.28,4,3,4,434
Wesley Huang,152,3,23.97,2,3,4,234
Wesley Li,184,4,3042.8199999999997,3,2,1,321
Wesley Liang,69,12,5837.8382,1,1,1,111
Wesley Lin,365,3,42.28,4,3,4,434
Wesley Liu,95,4,1947.46,2,2,2,222
Wesley Lu,91,2,29.979999999999997,2,3,4,234
Wesley Sun,325,3,27.769999999999996,4,3,4,434
Wesley Wang,224,4,2482.2299999999996,3,2,2,322
Wesley Wu,315,1,32.6,4,4,4,444
Wesley Xu,151,1,539.99,2,4,2,242
Wesley Yang,55,7,5182.7296,1,1,1,111
Wesley Zeng,352,1,21.49,4,4,4,444
Wesley Zhang,37,3,615.47,1,3,2,132
Wesley Zhao,158,3,596.96,2,3,2,232
Wesley Zheng,228,4,4401.0581999999995,3,2,1,321
Wesley Zhou,124,2,6.28,2,3,4,234
Wesley Zhu,12,5,112.75,1,1,3,113
Whitney Chandra,114,4,51.57000000000001,2,2,3,223
Whitney Garcia,304,4,125.57000000000002,4,2,3,423
Whitney Gonzalez,229,5,609.45,3,1,2,312
Whitney Kapoor,82,2,54.980000000000004,1,3,3,133
Whitney Kovár,88,8,5585.448199999999,2,1,1,211
Whitney Lopez,207,6,130.44,3,1,3,313
Whitney Madan,210,1,4.99,3,4,4,344
Whitney Malhotra,160,3,23.97,2,3,4,234
Whitney Martinez,217,4,1966.46,3,2,2,322
Whitney Mehta,124,2,1155.48,2,3,2,232
Whitney Patel,68,2,4144.34,1,3,1,131
Whitney Perez,191,3,97.58,3,3,3,333
Whitney Prasad,224,2,38.980000000000004,3,3,4,334
Whitney Raman,109,5,56.95,2,1,3,213
Whitney Rana,121,4,6762.1482,2,2,1,221
Whitney Rodriguez,8,3,67.97,1,3,3,133
Whitney Sanchez,226,1,4.99,3,4,4,344
Whitney Sara,36,4,1136.76,1,2,2,122
Whitney Srini,56,1,53.99,1,4,3,143
Whitney Subram,127,3,2755.5424999999996,2,3,1,231
Whitney Suri,69,5,4925.169999999999,1,1,1,111
William Anderson,70,3,565.47,1,3,2,132
William Brown,92,1,69.99,2,4,3,243
William Clark,179,1,69.99,3,4,3,343
William Davis,215,2,1769.9275,3,3,2,332
William Harris,221,3,4355.61,3,3,1,331
William Johnson,131,2,29.979999999999997,2,3,4,234
William Jones,299,2,39.980000000000004,4,3,4,434
William Lee,191,8,149.84,3,1,3,313
William Lewis,280,2,141.98,4,3,3,433
William Martin,275,3,563.77,4,3,2,432
William Martinez,109,2,34.89,2,3,4,234
William Miller,1049,1,3578.27,4,4,1,441
William Moore,179,2,36.59,3,3,4,334
William Robinson,269,3,103.48,4,3,3,433
William Rodriguez,363,1,4.99,4,4,4,444
William Smith,91,4,2423.4799999999996,2,2,2,222
William Sotelo,38,1,69.99,1,4,3,143
William Taylor,267,2,24.27,4,3,4,434
William Thomas,224,2,2589.0882,3,3,1,331
William Thompson,309,2,6.28,4,3,4,434
William Walker,65,5,231.96,1,1,3,113
William White,60,2,42.95,1,3,4,134
William Williams,0,3,72.93,1,3,3,133
Willie Anand,231,1,21.49,3,4,4,344
Willie Andersen,299,3,64.47,4,3,3,433
Willie Black,3,4,77.27000000000001,1,2,3,123
Willie Cai,124,3,1957.47,2,3,2,232
Willie Chande,146,4,2641.3895999999995,2,2,1,221
Willie Chander,271,3,191.28,4,3,3,433
Willie Chen,299,2,29.479999999999997,4,3,4,434
Willie Deng,215,1,1214.85,3,4,2,342
Willie Gao,157,6,3018.002499999999,2,1,1,211
Willie Goel,312,4,1169.46,4,2,2,422
Willie Guo,117,2,123.97999999999999,2,3,3,233
Willie He,315,2,58.980000000000004,4,3,3,433
Willie Huang,59,2,574.98,1,3,2,132
Willie Johnsen,120,3,4399.0782,2,3,1,231
Willie Kumar,263,3,2351.9599999999996,3,3,2,332
Willie Liang,72,2,38.980000000000004,1,3,4,134
Willie Lin,1039,1,3578.27,4,4,1,441
Willie Liu,40,3,3139.0881999999997,1,3,1,131
Willie Lu,159,3,4169.33,2,3,1,231
Willie Luo,11,1,28.99,1,4,4,144
Willie Ma,228,3,31.269999999999996,3,3,4,334
Willie Nara,242,2,3302.0525,3,3,1,331
Willie Pal,164,5,46.25,2,1,4,214
Willie Rai,61,4,5117.7496,1,2,1,121
Willie Raje,57,1,8.99,1,4,4,144
Willie Raji,216,10,8165.549999999998,3,1,1,311
Willie Shan,377,3,2768.5325,4,3,1,431
Willie Sharma,152,1,1700.99,2,4,2,242
Willie She,253,2,4347.76,3,3,1,331
Willie Shen,91,2,25.479999999999997,2,3,4,234
Willie Sun,86,3,1575.4175,2,3,2,232
Willie Tang,82,4,1264.5682000000002,1,2,2,122
Willie Wang,301,3,23.97,4,3,4,434
Willie Xu,69,9,13490.059599999999,1,1,1,111
Willie Ye,311,2,58.980000000000004,4,3,3,433
Willie Yuan,185,5,4208.3099999999995,3,1,1,311
Willie Zhang,172,7,166.89000000000001,3,1,3,313
Willie Zhao,305,1,28.99,4,4,4,444
Willie Zheng,147,4,793.46,2,2,2,222
Willie Zhu,166,3,4401.3996,2,3,1,231
